"Артикул";"Ozon Product ID";"SKU";"Штрихкод (Серийный номер / EAN)";"Название товара";"Контент-рейтинг";"Бренд";"Статус товара";"Метки";"Отзывы";"Рейтинг";"Причины скрытия";"Дата создания";"Категория";"Тип";"Объем товара, л";"Объемный вес, кг";"Доступно к продаже по схеме FBO, шт.";"Зарезервировано, шт";"Доступно к продаже по схеме FBS, шт.";"Доступно к продаже по схеме realFBS, шт.";"Зарезервировано на моих складах, шт";"Текущая цена с учетом скидки, ₽";"Цена до скидки (перечеркнутая цена), ₽";"Цена Premium, ₽";"Размер НДС, %";"Ошибки";"Предупреждения"
"626280Y20N FS/21 48";"2255202137";"2505042406";"04660426875833";"Куртка женская зимняя стеганая на синтепоне с мехом";"'87.5";"NortFolk";"Продается";;"3";"'4.90";;"2025-07-19 12:42:55";"Одежда";"Куртка";"'17.55";"'3.5";"4";"0";"0";"0";"0";"24900,00";"49990,00";;"5%";;
"626280Y20N 77-2/21 52";"2255202160";"2505042109";"04660426876014";"Куртка женская зимняя стеганая на синтепоне с мехом";"'87.5";"NortFolk";"Продается";;"4";"'4.90";;"2025-07-19 12:42:55";"Одежда";"Куртка";"'17.55";"'3.5";"3";"0";"0";"0";"0";"24900,00";"49990,00";;"5%";;
"626280Y20N 25/21 56";"2255202181";"2505042443";"04660426875956";"Куртка женская зимняя стеганая на синтепоне с мехом";"'87.5";"NortFolk";"Продается";;"3";"'4.90";;"2025-07-19 12:42:56";"Одежда";"Куртка";"'17.55";"'3.5";"3";"0";"0";"0";"0";"24900,00";"49990,00";;"5%";;
"626280Y20N 77-2/21 54";"2255202182";"2505042321";"04660426876021";"Куртка женская зимняя стеганая на синтепоне с мехом";"'87.5";"NortFolk";"Продается";;"1";"'4.90";;"2025-07-19 12:42:56";"Одежда";"Куртка";"'17.55";"'3.5";"3";"0";"0";"0";"0";"24900,00";"49990,00";;"5%";;
"626280Y20N 98/21 58";"2255202184";"2505042397";"04660426876120";"Куртка женская зимняя стеганая на синтепоне с мехом";"'87.5";"NortFolk";"Продается";;"1";"'4.90";;"2025-07-19 12:42:56";"Одежда";"Куртка";"'17.55";"'3.5";"4";"0";"0";"0";"0";"24900,00";"49990,00";;"5%";;
"626280Y20N 25/21 58";"2255202185";"2505042463";"04660426875963";"Куртка женская зимняя стеганая на синтепоне с мехом";"'87.5";"NortFolk";"Продается";;"1";"'4.90";;"2025-07-19 12:42:56";"Одежда";"Куртка";"'17.55";"'3.5";"4";"0";"0";"0";"0";"24900,00";"49990,00";;"5%";;
"626280Y20N FS/21 58";"2255202189";"2505042236";"04660426875888";"Куртка женская зимняя стеганая на синтепоне с мехом";"'87.5";"NortFolk";"Продается";;"2";"'4.90";;"2025-07-19 12:42:56";"Одежда";"Куртка";"'17.55";"'3.5";"4";"0";"0";"0";"0";"24900,00";"49990,00";;"5%";;
"626280Y20N 98/98 54";"2255202193";"2505042526";"04660426876267";"Куртка женская зимняя стеганая на синтепоне с мехом";"'87.5";"NortFolk";"Продается";;"3";"'4.90";;"2025-07-19 12:42:56";"Одежда";"Куртка";"'17.55";"'3.5";"1";"0";"0";"0";"0";"24900,00";"49990,00";;"5%";;
"SU18725 HR981 56";"2255202194";"2505042419";"04630308301736";"Парка мужская на синтепухе";"'43.5";"Shark Force";"Готов к продаже";;"2";"'5.00";;"2025-07-19 12:42:56";"Одежда";"Куртка";"'18.90";"'3.8";"0";"0";"0";"0";"0";"30900,00";"49999,00";;"5%";;
"626280Y20N 25/21 50";"2255202196";"2505042003";"04660426875925";"Куртка женская зимняя стеганая на синтепоне с мехом";"'87.5";"NortFolk";"Продается";;"3";"'4.90";;"2025-07-19 12:42:56";"Одежда";"Куртка";"'17.55";"'3.5";"4";"0";"0";"0";"0";"24900,00";"49990,00";;"5%";;
"SU18725 HR90 50";"2255202197";"2505042337";"04630308301637";"Парка мужская на синтепухе";"'34.5";"Shark Force";"Готов к продаже";;"1";"'5.00";;"2025-07-19 12:42:56";"Одежда";"Куртка";"'18.90";"'3.8";"0";"0";"0";"0";"0";"30900,00";"49999,00";;"5%";;
"SU18725 HR981 52";"2255202199";"2505042269";"04630308301712";"Парка мужская на синтепухе";"'43.5";"Shark Force";"Готов к продаже";;"1";"'5.00";;"2025-07-19 12:42:56";"Одежда";"Куртка";"'18.90";"'3.8";"0";"0";"0";"0";"0";"30900,00";"49999,00";;"5%";;
"626280Y20N 25/21 52";"2255202203";"2505042346";"04660426875932";"Куртка женская зимняя стеганая на синтепоне с мехом";"'87.5";"NortFolk";"Продается";;"2";"'4.90";;"2025-07-19 12:42:56";"Одежда";"Куртка";"'17.55";"'3.5";"4";"0";"0";"0";"0";"24900,00";"49990,00";;"5%";;
"SU18725 HR361 54";"2255202209";"2505042459";"04630308301798";"Парка мужская на синтепухе";"'34.5";"Shark Force";"Готов к продаже";;"1";"'5.00";;"2025-07-19 12:42:56";"Одежда";"Куртка";"'18.90";"'3.8";"0";"0";"0";"0";"0";"30900,00";"49999,00";;"5%";;
"626280Y20N 137/21 52";"2255202212";"2505042344";"04660426876175";"Куртка женская зимняя стеганая на синтепоне с мехом";"'87.5";"NortFolk";"Продается";;"8";"'4.90";;"2025-07-19 12:42:56";"Одежда";"Куртка";"'17.55";"'3.5";"3";"0";"0";"0";"0";"24900,00";"49990,00";;"5%";;
"626280Y20N 98/21 48";"2255202217";"2505042412";"04660426876076";"Куртка женская зимняя стеганая на синтепоне с мехом";"'87.5";"NortFolk";"Продается";;"2";"'4.90";;"2025-07-19 12:42:56";"Одежда";"Куртка";"'17.55";"'3.5";"4";"0";"0";"0";"0";"24900,00";"49990,00";;"5%";;
"626280Y20N 77-2/21 48";"2255202219";"2505042449";"04660426875994";"Куртка женская зимняя стеганая на синтепоне с мехом";"'87.5";"NortFolk";"Продается";;"6";"'4.90";;"2025-07-19 12:42:56";"Одежда";"Куртка";"'17.55";"'3.5";"8";"0";"0";"0";"0";"24900,00";"49990,00";;"5%";;
"SU18725 HR433 46";"2255202221";"2505042465";"04660426941828";"Парка мужская на синтепухе";"'75";"Shark Force";"Готов к продаже";;"1";"'5.00";;"2025-07-19 12:42:56";"Одежда";"Куртка";"'18.90";"'3.8";"0";"0";"0";"0";"0";"30900,00";"49999,00";;"5%";;
"626280Y20N 77-2/21 50";"2255202223";"2505042215";"04660426876007";"Куртка женская зимняя стеганая на синтепоне с мехом";"'87.5";"NortFolk";"Продается";;"2";"'4.90";;"2025-07-19 12:42:56";"Одежда";"Куртка";"'17.55";"'3.5";"6";"0";"0";"0";"0";"24900,00";"49990,00";;"5%";;
"626280Y20N 98/98 52";"2255202227";"2505042669";"04660426876250";"Куртка женская зимняя стеганая на синтепоне с мехом";"'47";"NortFolk";"Продается";;"3";"'4.90";;"2025-07-19 12:42:56";"Одежда";"Куртка";"'17.55";"'3.5";"3";"0";"0";"0";"0";"24900,00";"49990,00";;"5%";;
"626280Y20N 77-2/21 46";"2255202239";"2505042197";"04660426875987";"Куртка женская зимняя стеганая на синтепоне с мехом";"'87.5";"NortFolk";"Продается";;"1";"'4.90";;"2025-07-19 12:42:56";"Одежда";"Куртка";"'17.55";"'3.5";"4";"0";"0";"0";"0";"24900,00";"49990,00";;"5%";;
"626280Y20N 98/21 54";"2255202243";"2505042159";"04660426876106";"Куртка женская зимняя стеганая на синтепоне с мехом";"'87.5";"NortFolk";"Продается";;"2";"'4.90";;"2025-07-19 12:42:56";"Одежда";"Куртка";"'17.55";"'3.5";"5";"0";"0";"0";"0";"24900,00";"49990,00";;"5%";;
"SU18725 HR433 58";"2255202244";"2505042498";"04660426941880";"Парка мужская на синтепухе";"'75";"Shark Force";"Готов к продаже";;"1";"'5.00";;"2025-07-19 12:42:56";"Одежда";"Куртка";"'18.90";"'3.8";"0";"0";"0";"0";"0";"30900,00";"49999,00";;"5%";;
"626280Y20N 98/21 44";"2255202249";"2505042530";"04660426876052";"Куртка женская зимняя стеганая на синтепоне с мехом";"'87.5";"NortFolk";"Продается";;"3";"'4.90";;"2025-07-19 12:42:56";"Одежда";"Куртка";"'17.55";"'3.5";"4";"0";"0";"0";"0";"24900,00";"49990,00";;"5%";;
"626280Y20N 137/21 44";"2255202259";"2505042628";"04660426876137";"Куртка женская зимняя стеганая на синтепоне с мехом";"'87.5";"NortFolk";"Продается";;"2";"'4.90";;"2025-07-19 12:42:56";"Одежда";"Куртка";"'17.55";"'3.5";"4";"0";"0";"0";"0";"24900,00";"49990,00";;"5%";;
"626280Y20N FS/21 50";"2255202263";"2505042350";"04660426875840";"Куртка женская зимняя стеганая на синтепоне с мехом";"'87.5";"NortFolk";"Продается";;"1";"'4.90";;"2025-07-19 12:42:56";"Одежда";"Куртка";"'17.55";"'3.5";"4";"0";"0";"0";"0";"24900,00";"49990,00";;"5%";;
"626280Y20N 98/98 58";"2255202268";"2505042360";"04660426876281";"Куртка женская зимняя стеганая на синтепоне с мехом";"'87.5";"NortFolk";"Продается";;"2";"'4.90";;"2025-07-19 12:42:56";"Одежда";"Куртка";"'17.55";"'3.5";"4";"0";"0";"0";"0";"24900,00";"49990,00";;"5%";;
"626280Y20N 98/98 50";"2255202281";"2505042141";"04660426876243";"Куртка женская зимняя стеганая на синтепоне с мехом";"'87.5";"NortFolk";"Продается";;"4";"'4.90";;"2025-07-19 12:42:56";"Одежда";"Куртка";"'17.55";"'3.5";"2";"0";"0";"0";"0";"24900,00";"49990,00";;"5%";;
"SU18725 HR361 52";"2255202283";"2505042390";"04630308301781";"Парка мужская на синтепухе";"'34.5";"Shark Force";"Готов к продаже";;"3";"'5.00";;"2025-07-19 12:42:56";"Одежда";"Куртка";"'18.90";"'3.8";"0";"0";"0";"0";"0";"30900,00";"49999,00";;"5%";;
"626280Y20N FS/21 44";"2255202284";"2505042265";"04660426875819";"Куртка женская зимняя стеганая на синтепоне с мехом";"'69.5";"NortFolk";"Продается";;"2";"'4.90";;"2025-07-19 12:42:56";"Одежда";"Куртка";"'17.55";"'3.5";"3";"0";"0";"0";"0";"24900,00";"49990,00";;"5%";;
"626280Y20N 77-2/21 44";"2255202289";"2505042341";"04660426875970";"Куртка женская зимняя стеганая на синтепоне с мехом";"'87.5";"NortFolk";"Продается";;"1";"'4.90";;"2025-07-19 12:42:56";"Одежда";"Куртка";"'17.55";"'3.5";"4";"0";"0";"0";"0";"24900,00";"49990,00";;"5%";;
"SU18725 HR90 56";"2255202291";"2505042414";"04630308301668";"Парка мужская на синтепухе";"'34.5";"Shark Force";"Готов к продаже";;"1";"'5.00";;"2025-07-19 12:42:56";"Одежда";"Куртка";"'18.90";"'3.8";"0";"0";"0";"0";"0";"30900,00";"49999,00";;"5%";;
"626280Y20N 137/21 54";"2255202296";"2505042372";"04660426876182";"Куртка женская зимняя стеганая на синтепоне с мехом";"'87.5";"NortFolk";"Продается";;"5";"'4.90";;"2025-07-19 12:42:56";"Одежда";"Куртка";"'17.55";"'3.5";"4";"0";"0";"0";"0";"24900,00";"49990,00";;"5%";;
"SU18725 HR90 54";"2255202305";"2505042612";"04630308301651";"Парка мужская на синтепухе";"'34.5";"Shark Force";"Готов к продаже";;"0";"'5.00";;"2025-07-19 12:42:56";"Одежда";"Куртка";"'18.90";"'3.8";"0";"0";"0";"0";"0";"30900,00";"49999,00";;"5%";;
"626280Y20N 98/98 46";"2255202315";"2505042461";"04660426876229";"Куртка женская зимняя стеганая на синтепоне с мехом";"'87.5";"NortFolk";"Продается";;"1";"'4.90";;"2025-07-19 12:42:56";"Одежда";"Куртка";"'17.55";"'3.5";"2";"0";"0";"0";"0";"24900,00";"49990,00";;"5%";;
"626280Y20N 25/21 48";"2255202326";"2505042336";"04660426875918";"Куртка женская зимняя стеганая на синтепоне с мехом";"'87.5";"NortFolk";"Продается";;"4";"'4.90";;"2025-07-19 12:42:56";"Одежда";"Куртка";"'17.55";"'3.5";"4";"0";"0";"0";"0";"24900,00";"49990,00";;"5%";;
"SU18725 HR361 50";"2255202330";"2505042467";"04630308301774";"Парка мужская на синтепухе";"'34.5";"Shark Force";"Готов к продаже";;"1";"'5.00";;"2025-07-19 12:42:56";"Одежда";"Куртка";"'18.90";"'3.8";"0";"0";"0";"0";"0";"30900,00";"49999,00";;"5%";;
"SU18725 HR433 52";"2255202349";"2505042648";"04660426941859";"Парка мужская на синтепухе";"'75";"Shark Force";"Готов к продаже";;"2";"'5.00";;"2025-07-19 12:42:56";"Одежда";"Куртка";"'18.90";"'3.8";"0";"0";"0";"0";"0";"30900,00";"49999,00";;"5%";;
"626280Y20N 98/21 50";"2255202350";"2505042454";"04660426876083";"Куртка женская зимняя стеганая на синтепоне с мехом";"'87.5";"NortFolk";"Продается";;"3";"'4.90";;"2025-07-19 12:42:56";"Одежда";"Куртка";"'17.55";"'3.5";"2";"0";"0";"0";"0";"24900,00";"49990,00";;"5%";;
"626280Y20N FS/21 56";"2255202364";"2505042235";"04660426875871";"Куртка женская зимняя стеганая на синтепоне с мехом";"'87.5";"NortFolk";"Продается";;"1";"'4.90";;"2025-07-19 12:42:56";"Одежда";"Куртка";"'17.55";"'3.5";"4";"0";"0";"0";"0";"24900,00";"49990,00";;"5%";;
"SU18725 HR433 56";"2255202368";"2505042292";"04660426941873";"Парка мужская на синтепухе";"'75";"Shark Force";"Готов к продаже";;"1";"'5.00";;"2025-07-19 12:42:56";"Одежда";"Куртка";"'18.90";"'3.8";"0";"0";"0";"0";"0";"30900,00";"49999,00";;"5%";;
"SU18725 HR433 50";"2255202375";"2505042453";"04660426941842";"Парка мужская на синтепухе";"'75";"Shark Force";"Готов к продаже";;"2";"'5.00";;"2025-07-19 12:42:57";"Одежда";"Куртка";"'18.90";"'3.8";"0";"0";"0";"0";"0";"30900,00";"49999,00";;"5%";;
"626280Y20N 25/21 46";"2255202376";"2505042501";"04660426875901";"Куртка женская зимняя стеганая на синтепоне с мехом";"'87.5";"NortFolk";"Продается";;"3";"'4.90";;"2025-07-19 12:42:57";"Одежда";"Куртка";"'17.55";"'3.5";"2";"0";"0";"0";"0";"24900,00";"49990,00";;"5%";;
"626280Y20N 137/21 50";"2255202411";"2505042340";"04660426876168";"Куртка женская зимняя стеганая на синтепоне с мехом";"'87.5";"NortFolk";"Продается";;"4";"'4.90";;"2025-07-19 12:42:58";"Одежда";"Куртка";"'17.55";"'3.5";"4";"0";"0";"0";"0";"24900,00";"49990,00";;"5%";;
"626280Y20N 77-2/21 58";"2255202436";"2505042476";"04660426876045";"Куртка женская зимняя стеганая на синтепоне с мехом";"'87.5";"NortFolk";"Продается";;"2";"'4.90";;"2025-07-19 12:42:58";"Одежда";"Куртка";"'17.55";"'3.5";"4";"0";"0";"0";"0";"24900,00";"49990,00";;"5%";;
"626280Y20N 25/21 44";"2255202448";"2505042218";"04660426875895";"Куртка женская зимняя стеганая на синтепоне с мехом";"'87.5";"NortFolk";"Продается";;"1";"'4.90";;"2025-07-19 12:42:58";"Одежда";"Куртка";"'17.55";"'3.5";"8";"0";"0";"0";"0";"24900,00";"49990,00";;"5%";;
"626280Y20N 98/21 56";"2255202474";"2505042444";"04660426876113";"Куртка женская зимняя стеганая на синтепоне с мехом";"'87.5";"NortFolk";"Продается";;"3";"'4.90";;"2025-07-19 12:42:58";"Одежда";"Куртка";"'17.55";"'3.5";"4";"0";"0";"0";"0";"24900,00";"49990,00";;"5%";;
"SU18725 HR981 48";"2255202477";"2505042458";"04630308301699";"Парка мужская на синтепухе";"'43.5";"Shark Force";"Готов к продаже";;"1";"'5.00";;"2025-07-19 12:42:58";"Одежда";"Куртка";"'18.90";"'3.8";"0";"0";"0";"0";"0";"30900,00";"49999,00";;"5%";;
"SU18725 HR361 56";"2255202478";"2505042641";"04630308301804";"Парка мужская на синтепухе";"'34.5";"Shark Force";"Готов к продаже";;"1";"'5.00";;"2025-07-19 12:42:58";"Одежда";"Куртка";"'18.90";"'3.8";"0";"0";"0";"0";"0";"30900,00";"49999,00";;"5%";;
"626280Y20N 137/21 46";"2255202493";"2505042205";"04660426876144";"Куртка женская зимняя стеганая на синтепоне с мехом";"'87.5";"NortFolk";"Продается";;"1";"'4.90";;"2025-07-19 12:42:58";"Одежда";"Куртка";"'17.55";"'3.5";"4";"0";"0";"0";"0";"24900,00";"49990,00";;"5%";;
"626280Y20N 98/21 46";"2255202499";"2505042658";"04660426876069";"Куртка женская зимняя стеганая на синтепоне с мехом";"'87.5";"NortFolk";"Продается";;"3";"'4.90";;"2025-07-19 12:42:58";"Одежда";"Куртка";"'17.55";"'3.5";"5";"0";"0";"0";"0";"24900,00";"49990,00";;"5%";;
"626280Y20N 98/98 44";"2255202500";"2505042733";"04660426876212";"Куртка женская зимняя стеганая на синтепоне с мехом";"'47";"NortFolk";"Продается";;"2";"'4.90";;"2025-07-19 12:42:58";"Одежда";"Куртка";"'17.55";"'3.5";"4";"0";"0";"0";"0";"24900,00";"49990,00";;"5%";;
"626280Y20N 137/21 56";"2255202502";"2505042479";"04660426876199";"Куртка женская зимняя стеганая на синтепоне с мехом";"'87.5";"NortFolk";"Продается";;"4";"'4.90";;"2025-07-19 12:42:58";"Одежда";"Куртка";"'17.55";"'3.5";"4";"0";"0";"0";"0";"24900,00";"49990,00";;"5%";;
"507161N22N 99 58";"2296916924";"2537953217";"04680806026303";"Куртка зимняя NortFolk";"'87.5";"NortFolk";"Продается";;"1";"'4.90";;"2025-07-24 10:57:59";"Одежда";"Куртка";"'31.50";"'6.3";"4";"0";"0";"0";"0";"20900,00";"45850,00";;"5%";;
